x,y,z
-1.9968922315352955,-2.5334647829708254,-4.12217785789751
-2.116487623718075,4.134992199154043,1.9828583028825766
-3.516638668486603,3.200715475781122,1.6035361967799666
-3.696528757242482,-0.03761693458561979,-1.4398621031649603
-2.4171816069235263,1.7506568570920136,-0.14661425458666333
3.7500304557689943,4.092687463000333,0.1862901064341304
-3.262631387177542,2.657253811949645,0.805637409899366
4.6830622365262355,-0.5969177609533767,-4.296943050042434
3.3474692012615113,-1.2028393820468344,-4.38395029520737
0.41789624983894225,1.0175820805194868,-1.7343275483979361
-4.0713389483686475,-2.9091352139097024,-3.928247973370455
4.0186060244814215,1.0963417073703887,-2.647278366661847
-4.8728356569331766,1.2717626317494817,0.10047286955736742
2.5895823094312322,5.8208587855192135,2.037395120400986
-2.6534080813808267,1.9874734298286203,0.1060406956075318
0.6889254510020497,-1.9197017708245785,-4.3617696462492965
-0.895969312896911,3.252502711932907,0.8845369631388038
1.0335400053586907,2.367859378267055,-0.70369092215679
-6.161943285235943,2.9459582150657435,2.0241430123369932
-1.2790676023010008,-2.358335857889706,-4.141965775950562
-1.1191696410848064,1.185125796191808,-1.0350067980826052
0.09425711959044314,-1.0782961549727765,-3.3445204350395676
-0.16830851556012277,-2.2681639110670146,-4.590318768227142
-0.4038764718893393,1.7243396420654382,-0.6916185623455672
-3.21116238579996,0.0783454639670839,-1.5537094383096857
-2.764802375034326,3.6769761308167856,1.6224218086719184
1.7337770534590387,1.2164044083890764,-1.757174999059243
-3.4026661219891947,3.7316097145123193,1.798966992702307
4.581913512993021,0.6689955066739212,-3.171660560698858
-4.573022796413969,-1.9276130543987426,-2.8385580423320613
-4.783216417684615,-2.5593479333255718,-3.4709727249411313
3.022062449109283,2.3340911440704417,-4.190213949675205
4.016565102427732,1.2554699582253919,-4.3388905899295604
1.9000296678758748,-4.175570360461997,-3.760693563681656
0.8804208320735865,3.834367503995134,-4.318696304514627
1.9492678127750656,-1.2270718165767813,-4.048432380844788
-4.793130559742519,-3.0619710262905984,-3.4808277503807803
-1.5141251974134324,1.5897113639311904,-3.9156394531105736
-4.865521037941077,3.9038325127502587,-3.824318744515896
-1.4776925414003712,3.634455718942323,-4.0005557001093095
4.367766776455443,3.0756283639533537,-4.3741075066913835
4.6300458708717915,-0.06260044306899294,-4.318632240528341
-4.566701617678143,4.71978118192591,-3.9166804691581425
0.5519757930041809,3.0781244228797955,-4.1248134075571645
-2.056896784592141,1.7871127541515555,-3.9585660793586106
-2.2374387325370293,-0.7224186632869634,-3.8289801067371974
4.00939859444529,-3.579462901053359,-4.004324242488107
2.219354884869548,2.875754308043015,-4.189870959034995
-4.229284921157915,4.304885090397201,-3.9962544213996916
-1.1628795788367645,-0.5904795908042632,-3.805992004399941
1.9617639291357485,1.09007240580607,-4.0804692419040105
-3.812860399661614,2.2795301869691236,-3.970728816717179
-4.481778638318366,-0.9075085180124723,-3.681757468201332
-4.625621860554353,-1.5921669796480216,-3.691598296136563
-0.26853632585539444,3.442798203328223,-4.053284761900372
-1.3457423757377203,1.4828142051114284,-4.050238886397097
-0.08888782276367856,0.12043093160244397,-3.9135629608085845
0.22722184702931694,-5.066130412144364,-3.7711905923646722
-4.738708812128968,-2.1130339893261927,-3.5195473643227135
-4.407970998725219,1.9026095257666797,-3.7423998445953193
2.7433557614748754,2.7126180330599414,1.3894184778821592
0.869993515012018,4.371805469590841,0.4995859411819483
-0.1264682708144785,0.4456934659514178,4.392000858341323
-3.661750753494625,4.466181532773092,2.2683161727411005
-0.7911269394138832,0.6627332409843966,4.6404489463777825
4.563589185910627,3.4655758500128373,-0.19084333531478412
-0.36269834483161384,1.6721369332007845,3.4974873492359877
-2.9014438647852767,3.520494240398745,2.9272263548217112
-1.5000781835258221,4.723772345718434,1.1630681201987019
5.740629497081691,3.8042218475012026,-0.8878509187349397
0.062213438398358356,3.703286985214019,1.571337898531591
-1.1570268036054105,6.167005073515439,-0.2113723199151802
2.4971751196162777,5.177746831191015,-0.7656635677442775
0.5728587483892726,-1.1987845296815876,5.795075931207545
-2.486734489811119,0.1834265375120152,5.81031920008629
3.0361239621486305,4.409848113919686,-0.4003477950131436
0.4907115339468888,2.7147723369073553,2.2167609456400714
-2.3054511517793816,5.754203342100313,0.5236192445939555
1.8303182422387887,-0.9121899054929324,4.869980022652401
1.8463394066264687,-0.44194438271208114,4.557033824951773
3.551521947080525,5.103033899918661,-1.3348874934750588
1.4889163706013584,1.3580266793533333,3.130739509585585
-2.996965768182124,2.826600671883907,3.5330606469274155
4.448812392863581,3.486133231029524,-0.272224798512989
1.7230701213530684,4.612592602980551,-0.01572112845705182
3.0359008770321827,-0.5827362672747115,4.1462091294002335
0.8788080296164277,-0.4852953132810893,5.075909067577191
3.0903237186478685,5.278926686336911,-1.3615502442846743
5.231927144198863,-0.9901242421825713,3.809051884718877
-1.2637932362081619,3.863614258421875,1.7104493676696504
-0.757204657371864,-0.3318997823132462,-4.166154266315498
3.4180201804555503,-1.510946492925004,-4.5276733741488675
3.8758298070451187,2.618776414409119,-3.573085519991244
3.254983502311564,1.4611443035302312,-3.8732615215457606
-1.0341088335626483,0.9104612132196774,-3.9424372914885755
2.184413342540006,-3.4777927057723845,-5.027777862206734
-3.665742434306926,-1.62236287436543,-4.3882888463778755
-0.9978068730298947,2.3684386980588785,-3.4829155034334645
5.022986985681678,4.141669251595144,-3.372920705824769
-1.0742592630232437,-0.2949353579364036,-4.2512508999016605
-4.043765684769848,4.042297979870647,-3.02474686227144
1.6782854426382607,1.2196124265373802,-3.8837970697106727
3.8812835507604153,4.291255101955445,-3.303980033805171
3.578285022531212,2.565990167113159,-3.7041849877138504
2.363321527680774,5.389399558924251,-2.8094619174081137
-2.5071332964665367,4.635040503735833,-2.8493060444639866
2.048403983884793,3.52324313412628,-3.3267382234022596
-0.8591737240894036,1.8050317947191132,-3.6203627440733537
-2.1145004701591494,4.437065182424227,-3.0280194325994705
0.8733711432984299,1.9296846443504319,-3.7349626284797006
4.690111192171135,-1.7127938000751406,-4.608740564868599
-1.1297610192416503,-1.0270576707388104,-4.37013317692638
-3.965164495682856,2.4483415705619795,-3.4462397895146077
-0.9454518705925515,-1.3897144411969757,-4.494152104144333
2.6938723747108524,0.003662757918245222,-4.232831059166175
2.68194734787778,4.506439767239243,-3.037812648728926
3.462193050845305,-2.995841960867914,-4.9500763603875875
-2.006026836318754,-3.077476959576357,-4.90584617214758
-0.16427884038388954,-3.594020562171869,-5.082315657900966
0.7705610404502219,-2.829238316307508,-4.807341923509055
