x,y
-4.740614682941556,-2.902309170097067
-4.667783953950332,-2.819070410376405
-4.648639927697974,-2.8331449581491923
-4.215909399557627,-3.080267219706947
-3.914643527203259,-3.1040614361799848
-3.580340824474309,-3.233269454337278
-3.2803575990692653,-3.4341237956742914
-2.982970918418136,-3.3691373307604726
-2.960342050761604,-3.350027490958735
-2.741490323626199,-3.584053315336523
-2.5219339092225592,-3.4942902946100403
-2.2879378837351596,-3.6739948953133097
-1.8454849597708955,-3.9165076889472057
-1.610248522690959,-3.8935722393815477
-1.591550472571463,-3.8990812176494707
-1.4715628379943575,-3.9497018683407363
-1.3307581374365858,-3.966592651208046
-1.1949356199195107,-4.022345732148086
-1.098035895468778,-4.138303800054199
-0.511365061465043,-4.244115146872102
-0.04069540840700557,-4.421154271408221
0.05958902481126381,-4.381798617372715
0.5404424281564915,-4.555488020667648
0.7555653462896391,-4.694403939334194
0.7938086931263322,-4.699467358825086
1.2354506923280735,-4.883558335713211
1.4230911751786246,-4.8451154397223855
1.4896654169633485,-4.842252028906768
1.613082202168102,-4.953085502445605
1.6994440136285494,-5.0
-1.5375209113291906,4.738386572526562
-1.420326361984605,4.724740736655578
-1.4254865014461395,4.716432159045117
-1.1664663968868043,4.400300763486926
-0.9356216781618438,4.31957582398078
-0.9591223814272871,4.212129875318542
-0.8264113213404187,3.9777856154565407
-0.37155142860574025,3.651710753308322
-0.36423316487374874,3.487791577572295
-0.21572668343907955,3.5251021342506896
-0.07278587540425366,3.4403517010086277
-0.06163634077013401,3.3789547862864673
0.056815388249760075,3.174570682311828
0.654514947109384,2.64819757498778
0.7969029403499782,2.3129766535871754
0.8068617937034868,2.261090926987412
0.9745024258793173,2.310618121935922
1.4027801982863328,1.8867583102652479
1.5537355783761448,1.6018499052098496
1.814886072305561,1.2818369606090865
2.9086992965337775,0.274273705788905
3.2096579637551894,-0.2797132650777579
3.2444657654438163,-0.3092801788547709
3.4705834085826632,-0.40028381381422634
3.5753892231380577,-0.5874350131586019
3.758840461594835,-0.7368828302240359
3.79877225107281,-0.7131922418347983
4.258498763107719,-1.1743480210062822
4.39466003539973,-1.4044198504619139
4.880517756889624,-1.98962323445538
-4.073587737125729,-4.847259743875194
-3.49874352080758,-4.710397386983256
-3.332437501780622,-4.463993745437963
-2.910245047109708,-4.29939727062329
-2.6214722068755107,-4.01788386547043
-2.4953919539243805,-4.004107329652607
-2.0340481781935695,-3.733635369937094
-1.8497958647412174,-3.781330299812525
-1.7493054374761703,-3.640786815987656
-0.22553732251052297,-2.6330559395542217
0.008684846165521582,-2.556356381384779
1.1565779400291596,-1.8564781828376493
1.1950910546782374,-1.814550828428696
1.5721561246316882,-1.8154459549913269
2.291339477328938,-1.1926960254436985
2.4207254277118966,-1.1702726466279498
2.6263834428564454,-1.1713698381115951
2.6960585174194436,-1.017036580887015
2.773407531523855,-1.0514065274879292
3.0073023712936715,-0.8250954542023408
3.105461786762451,-0.8876856217355957
3.4677116615382593,-0.55740051636265
3.566664361550319,-0.48804835464489227
3.94875626834118,-0.3120515340267901
4.042275095257406,-0.29199169419091536
4.175629544179354,-0.11899139491296232
4.291528111492397,-0.10895274534176358
4.46353002089616,0.048034944584177924
4.619791639474832,0.08453683145731239
4.597981291588419,0.1504950277332403
1.193243329438706,-4.841156143013561
1.3712222161337606,-4.8079114733259445
1.332023729475476,-4.697508656503704
1.4573125256794612,-4.6343654454163845
1.6415190882724728,-4.534160273375718
1.581169485702228,-4.458820960301727
1.7752730498514486,-4.412378804661796
1.8454177358935009,-4.320565577036287
1.9724444200288893,-4.137945858825379
2.0753291556003703,-4.148245866433132
2.099262684019158,-4.08921760126141
2.292972862878915,-3.8169118286429966
2.4181016793259063,-3.7333355202815137
2.496390117349735,-3.728599430730899
2.7563396647664167,-3.345557494902186
2.853084248178119,-3.169175616557757
2.8750367389169385,-3.128157106392179
3.092673396693966,-2.86314409274115
3.2006147085628176,-2.7808870256141924
3.2957845732020368,-2.8200631188771
3.4644019762167426,-2.6488231325195555
3.5948134069386657,-2.342322838039194
3.716654992894294,-2.2377857304567232
4.12698659222412,-1.8459446932507886
4.097541151108756,-1.80723883709309
4.249798623166914,-1.6641937846801371
4.313625425640303,-1.619563099702831
4.3022956842253075,-1.5911119793833324
4.573659901241975,-1.4541117542312016
4.958032719121193,-1.113007052061603
