x,y
0.368685435542229,4.957501252537749
1.0430855884894938,4.198024811705436
1.0913822759383096,4.0899232838214665
1.1630481277061109,4.153234731967025
1.1876243577115506,4.15498887969593
1.2352017767833299,4.141247213660129
1.324086675142292,3.9019231417724733
1.705701792163961,3.507407485623962
1.833352731048507,3.452957878785479
1.9653574977716748,3.298048870772509
2.1744972767442157,3.2049927797944178
2.210740491820036,2.888719663847309
2.4347815875471035,2.696033270607913
2.5545807460718817,2.5672683996143233
2.7475059401590127,2.460020556492489
2.744534627762239,2.3475237155502207
2.974335646094707,2.232236555126018
3.1763897114787745,2.1066509300814635
3.493540227902795,1.5145809550552711
3.725866768809123,1.374491733219512
4.121736301866235,1.0211642128581946
4.0596072162669765,0.9247502603290975
4.099024793410445,0.9531982223734119
4.2154867232919555,0.8149654231100566
4.303351552807602,0.8407608953758109
4.289469739318438,0.7311024686186193
4.574391171903767,0.5169061516889288
4.7038724096354265,0.3835749930802999
4.75732673299191,0.3650354381275696
4.660688736802924,0.27069975097389787
2.239412691966952,-4.894237075420296
2.354121031783528,-4.41169739881484
2.5061017581419374,-4.248022808564328
2.5213050683252622,-4.241101115131219
2.582759752587318,-4.176811426018054
2.622446305258281,-4.076383674186289
2.6837383070796883,-3.795475387335716
2.685309713070819,-3.4994871215498162
2.726861688905595,-3.3810015559522815
3.103862589771806,-2.6708307280097308
3.2165799031499227,-2.5615864953839282
3.2030079030023657,-2.356789492474341
3.400551745680083,-2.0702113576661105
3.37722670765793,-2.0524450985431573
3.3032714186239653,-1.9913517982922428
3.4816052615023914,-1.7531489643010096
3.573142962588995,-1.6027000209185114
3.714852361114038,-1.2304042858036577
3.73499364418966,-0.9973335864484888
3.9024950441262467,-0.8277439270675329
3.779825728545282,-0.7388066988097923
3.8787888574152105,-0.5708131207250696
4.0568235569742574,-0.16241403482819208
4.193420372980369,-0.0995389950866572
4.625946970992419,1.2336796811065078
4.728150069649361,1.3852299041535865
4.808221667357689,1.491725061256131
4.835537155258678,1.793672659135573
4.866511365946697,1.8323376881524476
4.86846150318249,1.8887201724042864
-4.769382378429402,-2.0334339757390594
-3.97301110704717,-1.896200290001631
-3.5418679342714734,-1.9734681581939222
-3.0138732015037797,-1.8571424716688034
-2.9940248402524876,-1.9337580492860893
-2.1518344042210606,-1.9228558336403672
-1.3101856222966586,-1.9431131612208121
-1.158942706637441,-1.762139252617478
-0.6203308104782422,-1.8349199956197417
-0.5728440595814205,-1.8625540784162766
0.04593385435499617,-1.8701253899919796
0.10222277438903075,-1.734821038185639
0.1736437950337191,-1.8698976594268493
0.3602527180288173,-1.7135483628981996
0.571698965340384,-1.766913754764577
1.1152476322034557,-1.7118019656286407
1.123998100549198,-1.6922130354971625
1.1432825904871406,-1.806315403293508
1.2086610843281682,-1.7077524724450708
1.6993601559977825,-1.7535628613114658
1.8300152963106067,-1.8266327900523394
1.9763102600548206,-1.7747152282405803
2.0801039114268964,-1.7629205251886373
2.581838719176337,-1.7428962491997582
2.653605084317995,-1.6952582258634965
3.221882258926498,-1.6976408511626344
3.377988630354893,-1.6943733920069517
4.193903828754911,-1.5946970096432214
4.359900016351484,-1.6887197895592312
4.995911033972105,-1.5969394497767555
-1.4423354164127555,4.852671204382266
-1.1778356086859678,4.482164175127715
-0.5353545947207683,3.761150386680906
-0.2143460975685611,3.3691145376886524
-0.28594082519529984,3.243374712653014
0.0301204004121972,2.9877429345529802
0.19578287791204574,2.673435074556359
0.28482857894101943,2.5940498661391107
0.9203310945676932,1.591505194009819
1.157582432351177,1.5344877161839054
1.6548018080561033,0.9020204076231046
1.6053455969657169,0.8400316709982114
1.9368761625615651,0.4048077022165118
2.1783946935297442,-0.0195311689373391
2.176584845145818,-0.07511342525119588
2.280869083063391,-0.17329820056196776
2.382442322945449,-0.3724618010650249
2.5524422426503754,-0.5521336705622202
2.7237790217946993,-0.7710166747407362
3.0266347842994907,-1.1359962861012953
3.2072207021706194,-1.2556909817995023
3.2739993804493617,-1.4048637570471696
3.265240484980341,-1.4472492233437784
3.35973345939918,-1.4938448671330296
3.5260260707643627,-1.6420314902662572
4.205945832869743,-2.6825377856466024
4.302580681928975,-2.883105003882247
4.4800356234573755,-3.0607277112482127
4.965252764763373,-3.5133132815701407
4.95866186399727,-3.5311908474912945
