x,y
-4.8109997281247585,4.4434552108931396
-4.454933251830166,3.8120826425733574
-4.289111343073284,2.58773665670021
-4.022325814175197,2.4420701610262228
-4.0577840094698905,2.3489436260118097
-4.012778099514442,2.356927310058674
-3.7586020393046686,1.9710942381404186
-3.7405358802069797,1.2912193256552713
-3.504940920859689,0.953612698137302
-3.370186910001787,0.9240067900305157
-3.5495144422413345,0.8237004055718999
-3.4240729765593505,0.6937668251046523
-3.1066501136013103,0.22682926095885161
-3.2078931440312086,0.18073868804406634
-3.3598077858882904,0.07391728372081016
-2.950711242454984,-0.1364325651480378
-3.20781674534113,-0.5206205024582233
-3.065406858037072,-0.6176573491244524
-2.7439136792141885,-1.1401527713075326
-2.8947242800996897,-1.2381148567858804
-2.451747565893257,-1.9392832835468092
-2.233573588903604,-2.115679409285562
-2.3820737208737923,-2.2147797552186694
-2.3895795978909216,-2.5007594072474597
-2.143134847225031,-2.693797322061148
-2.1823663568240086,-3.311321240935098
-1.80556711801296,-4.306176712757827
-1.667850925375119,-4.643607911636108
-1.3239309168084004,-4.7725638898062686
-4.652013795819554,2.6727377423960563
-4.637566412434652,2.653482721065788
-4.124616766186087,2.8843871915459136
-3.9176792211653573,2.7115641903731924
-3.742254085383279,2.8214301479542523
-2.9875668945079545,2.7034253899993215
-2.7256562020092727,2.6239425400248835
-2.231969618200166,2.5573455735892043
-1.1220767429285765,2.7009381243666497
-0.9977363268860896,2.465900625024806
-0.7431545726078213,2.6205464130907683
-0.5826626120621323,2.646662721945392
-0.5296414433211113,2.3883689807522335
-0.09136953003994497,2.331727671262115
0.42833115752293954,2.5399223240493325
0.42846250804698477,2.4748931881442067
0.7210908203795247,2.464750421794839
1.4147539802506013,2.451792784628554
2.055685971694505,2.3431043688740023
2.132927964046016,2.493392987931733
2.1507775483454328,2.460775961071775
2.6499333556661337,2.3309868690471474
2.7685863251022655,2.3102249385008733
3.0780600389608384,2.1812107333076467
3.244842881430033,2.0765466519933864
3.8372208146713214,2.0341771994735707
4.172210392742321,2.287292031088933
4.324651774832228,2.3096155602295774
4.362371979717388,2.197714391667378
4.379252783927821,2.216154030092563
4.708966824750677,2.064832862281167
-4.865336047609137,-3.7923369214935008
-4.691122572173842,-3.7694949793494006
-4.450294586184129,-3.790398895507872
-3.9476785151301956,-3.415262739044217
-3.9266766830770314,-3.42030537557255
-3.8999284248992683,-3.443455048158782
-3.7047815129533865,-3.397694587146949
-2.806116274312817,-3.064383324629588
-2.8373880065196166,-2.87273360144912
-2.2577116221790474,-3.0069457131702526
-1.8809477595611437,-2.8767919846297954
-0.9864318601506193,-2.479544096096365
-0.6651456178045975,-1.9487637140565917
0.29314605297418883,-1.7614681065710351
0.4680239659557759,-1.5673587883947662
0.504994454495585,-1.6213576619664147
1.5064167350374393,-1.1491684766226387
1.5488606181066913,-0.9916626157476152
2.164797104868117,-0.9207377411531182
2.445381499874392,-0.8968214616200201
3.3510032888503303,-0.1478155392826737
3.5661169596951545,-0.3658497691164003
3.8755675497706044,0.06483781044096071
4.065072260177488,-0.020681545692741055
4.170792871856501,-0.04845130501073834
4.463932745593294,0.36657381610824347
4.681570395912225,0.10585149574112174
4.613960563418078,0.27680522172601885
4.880168064815561,0.5117289085964192
0.7188930435018247,4.716960022627313
0.773846335168914,4.689518206324807
0.809898556365425,4.494533596373074
1.0517559987149359,4.638943170476524
0.9544866759308794,4.380365315522833
1.1861881067420683,4.560339924184897
0.9878642376013617,4.257749133069282
1.5092192530306607,4.098756589565011
2.031360097178771,3.5461954954700805
2.0379587465520137,3.4310458354306315
2.083892080745289,3.46108886163105
2.2050503135816277,3.516519381935241
2.6410294469235622,2.8142386777483397
2.5934863168089763,2.702893954312749
2.612980549742195,2.5996965219037658
2.7094144100772874,2.6136996417262393
2.971488009826485,2.510540775112615
2.93648605327448,2.432147878362127
3.081944545490599,2.208765047497461
3.1936809197785516,2.2772016163965687
3.183315731241909,2.1184876771769887
3.424613385329126,2.011596739462547
3.725078243844658,1.9883237330651935
3.8230908194490505,1.3959271170096033
4.137477628826798,1.499651578572385
4.044500055666013,1.391333747005829
4.044793893735432,1.3670928202494625
4.183380699559369,1.316975426522776
4.245936354551185,1.2425095044825445
4.413105005495868,1.3074593959990821
4.666034670325272,1.0672920841128022
4.928456908167242,0.5908438921828496
4.7927861624144175,0.4127928624268825
5.0,0.5899588682660414
-4.7566821529743395,-1.0995325236547597
-4.940916670664478,-0.9373082682065458
-4.848763823173932,-0.6673729079438786
-4.708581589530387,-0.7557534768405204
-4.5238089070931755,-0.8204416938277375
-4.569406217718619,-0.46667241532936526
-4.483305187079377,-0.4345324038009336
-4.468384388704326,-0.25174725090905864
-4.347150678304753,-0.29758810825191173
-4.182628776060334,-0.2479755272372593
-4.26690029948644,-0.16296975168965688
-3.553061887137519,0.47255156024207357
-3.4660516516963598,0.6065475154910412
-3.5475705071736376,0.7655834822527829
-3.5203826181516127,0.8094236208819641
-3.328845284744814,1.1162181748122486
-3.275939258430756,1.1500878406078514
-3.1176925960555995,1.1067281960572048
-2.9759539395920687,1.6935900971011408
-2.3733356875684,2.2070355853373687
-2.4073087557053134,2.3833963669747558
-2.247686282078876,2.5250985821942606
-1.999341323508698,2.4031247781647895
-2.070658634957472,2.742418438520775
-1.814354344659192,2.762634097229928
-1.9970084339741967,2.9245117622484758
-1.615681193309052,3.2443257274543242
-1.3987476081816397,3.125715494383264
-1.3664665680223818,3.3868919319753608
-1.202845730139639,3.7817585742509
-1.1124256274266444,4.085815404563331
-0.8199947711832131,4.043156943399755
-0.7902919409294088,4.254757737425081
-0.616068249981684,4.181215133036874
-0.657239526103517,4.324558893835928
-0.5313816501242761,4.383049204223388
-0.5628140611767775,4.451203118790078
-0.5769940034603472,4.5367697240653895
-0.37515644491372335,4.428767940851574
-0.5400897863256596,4.63995019726763
-0.556540397896034,4.662857326075218
-0.35169700635463214,4.628732620477791
-0.3324475574483332,4.6962469144351
-0.47475197764825855,4.900140382720195
2.1733635202961654,-4.9844662795839625
2.01445180030708,-4.807982129809641
2.09358618745148,-4.880381657678393
1.9992751208526534,-4.767274755242093
2.7351801961474167,-4.275908968252028
2.8239743222986617,-4.134253478141323
2.8138977785106825,-3.9286078883954527
3.1205232666447418,-3.8875872365304676
3.2055426718907247,-3.5687341167454782
3.8405642499460986,-3.3326427248623065
3.9794053401749228,-3.018704731327646
4.025264657246054,-2.9865327407735003
4.2142645210179905,-2.909043166537767
4.30275626409078,-2.3874066002523344
4.564743057008344,-2.6462425692650644
4.599421128993796,-2.4368254758058305
4.764281922197906,-2.2377053232447337
4.634712115952488,-2.061121529055544
4.807017109529046,-2.176301104210921
4.918872120744306,-2.0354590719788477
5.0,-2.0640508996347657
