x,y,z
0.17845544267871588,-0.8911893985774539,-5.123589998026384
4.858037966751797,-3.469737077445472,-1.7329675695090152
2.5635450351091893,1.1796785657756235,-1.5007715064969793
2.927456950623646,0.984288562086602,-1.168172265802171
0.35931886686838016,3.526441881002651,-2.1636222640665426
2.4590620392431015,-2.9657125225994503,-4.369379485340352
-0.1928869535298188,2.8184451015876326,-3.341948315520165
1.4541677701412523,2.283387767769309,-2.021856687548172
3.399306532443365,3.451970042202502,0.6585534179364589
2.6946556846908973,4.09354184028296,0.04612851128813461
5.97580867584107,-0.24743734050894883,1.4136729780580692
4.257908348391734,-3.494160515721315,-2.8192074360906965
-1.2838760558024604,3.0690614751746046,-4.4356389426905505
-0.9093781806471611,1.4495933601517468,-5.208540051359411
3.4820982824672244,-1.398041129601156,-2.3256450859378295
1.710354984730597,-0.15880222700694308,-3.563156625984056
-1.5112004463254374,3.848924220091906,-3.905085175708413
3.1427099320813983,-2.625052411151165,-3.5090123273929446
4.919699901352897,2.564693726208886,1.8156553098914225
-1.4864135678469053,1.9432759797733743,-5.546647495167248
0.9511808278798254,2.259337562650012,-2.444861113680883
0.7729536657447206,-2.093908252793231,-5.371505033834141
1.2595904380315635,-0.6237450136164813,-4.233350546209065
5.646230523502696,0.48837433456982754,1.2220899638671416
-1.1317469931716833,3.7773994795189645,-3.5412658390552125
4.1085254473328305,-0.13701390685954232,-0.8102891241758935
-0.7012790031934768,5.344968190538356,-2.1928253883307542
4.148454725539476,2.292774347623747,0.6863912276146913
2.568328201944565,-1.256291660135067,-3.144331672001441
0.029848827074132764,1.2298616386268024,-4.2952536255639
0.18137394267874488,7.438598478163599,-0.2556096161044775
0.3304449414153734,6.765503165156221,-0.45570368101074926
-1.1032235273659177,0.7214940726137713,-5.382387230468952
1.605227277248671,-0.46362209308072616,-3.739106707214696
1.805748604260851,4.802931133092911,-0.09621429185579256
2.1389559470901087,-1.9512745487775125,-3.879070432676579
-4.201025395591864,2.3509485604130034,-5.821821368576186
-5.93513182965914,-1.307702985173079,-1.499002540082698
-2.5897943116085003,-1.9376645900249951,-4.661014827093647
-0.15887486492062086,-3.2482719457073412,-6.828185018316121
-6.841309112514601,-1.7161359489573307,-0.653858480042969
-2.9147506213702408,-4.942351825575363,-2.6621411663132135
-0.9635866490081316,0.13965527293330526,-7.928715248037544
-3.731953012677411,-4.833605452089896,-2.1002194291412124
-0.7130596789742896,-2.9989413704369805,-6.2019132609185625
-2.847601419981937,-1.026099729506912,-5.099424344545659
